,댓글,작성자,작성시간
16122,형 저랑 마짱떠주세요 ,이지이지,52:06
16123,자흔아 화이팅 해주세요:red_heart::red_heart::blue_heart::blue_heart:!!!,곽미소,52:06
16124,부산에 유명한데좀 알려주세요,C MS,52:06
16125,보셧나요?,성규형님오른팔,52:07
16126,상일고 정해인 화이팅 외쳐주세요상일고 정해인 화이팅 외쳐주세요상일고 정해인 화이팅 외쳐주세요상일고 정해인 화이팅 외쳐주세요상일고 정해인 화이팅 외쳐주세요상일고 정해인 화이팅 외쳐주세요,조성현,52:08
16127,턱스크 어떻게 돼셨나요 형님,kkanbuStudio,52:09
16128,상수형님 부산대 우체국 옆에 습근평 돈까스 드셔보셨어요?,서라벌,52:09
16129,올림픽 중계해주세요!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,One Day More,52:11
16130,상수야 니 자갈치시장에서 대마핀거 다 안다,1984년도생 부산김서후,52:12
16131,형 저랑 마짱떠주세요 ,이지이지,52:12
16132,상수야 렉 존나 심하다 어캐좀 해봐,철인왕자,52:13
16133,상수야 진짜 두둘겨패버린다,오영섭,52:13
16134,먼장해주쇼,상수형 코 안에 들어있는 스틱맨,52:13
16135,상수야 꼬츄 몇미리야?,저너나주즞,52:13
16136,상수야 테이저건 한번더 맞자 일로와 탈모쉑캬상수야 테이저건 한번더 맞자 일로와 탈모쉑캬,qwazz s,52:13
16137,상수야 덧니 교정 좀 하자;;,전소성,52:13
16138,상수야 렉 존나 심하다 어캐좀 해봐,ㅡ,52:13
16139,상수형님 부산대 우체국 옆에 습근평 돈까스 드셔보셨어요?,서라벌,52:14
16140,이젠 수탉님 얘기해주세요,전젼,52:14
16141,자흔아 화이팅 해주세요:red_heart::red_heart::blue_heart::blue_heart:!!!,곽미소,52:15
16142,형 저랑 마짱떠주세요 ,이지이지,52:15
16143,어쩌라고,OnArt studio,52:15
16144,올림픽 중계해주세요!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,One Day More,52:15
16145,상일고 정해인 화이팅 외쳐주세요상일고 정해인 화이팅 외쳐주세요상일고 정해인 화이팅 외쳐주세요상일고 정해인 화이팅 외쳐주세요상일고 정해인 화이팅 외쳐주세요상일고 정해인 화이팅 외쳐주세요상일고 정해인 화이팅 외쳐주세요상일고 정해인 화이팅 외쳐주세요상일고 정해인 화이팅 외쳐주세요상일고 정해인 화이팅 외쳐주세요,조성현,52:16
16146,상수야 렉 존나 심하다 어캐좀 해봐,철인왕자,52:16
16147,염철민 화이팅 해주세요,염철민,52:17
16148,상일고 정해인 화이팅 외쳐주세요상일고 정해인 화이팅 외쳐주세요상일고 정해인 화이팅 외쳐주세요상일고 정해인 화이팅 외쳐주세요상일고 정해인 화이팅 외쳐주세요상일고 정해인 화이팅 외쳐주세요상일고 정해인 화이팅 외쳐주세요상일고 정해인 화이팅 외쳐주세요상일고 정해인 화이팅 외쳐주세요상일고 정해인 화이팅 외쳐주세요상일고 정해인 화이팅 외쳐주세요,조성현,52:17
16149,glass도 재밌는데 보셧나요?,성규형님오른팔,52:17
16150,상수야 렉 존나 심하다 어캐좀 해봐,ㅡ,52:18
16151,상수야 조용히해라,철이,52:18
16152,형 저승에 간 정상수 보셨나요?,장민재,52:19
16153,형 저랑 마짱떠주세요 ,이지이지,52:20
16154,상수야 니 자갈치시장에서 대마핀거 다 안다 개라슥아,1984년도생 부산김서후,52:20
16155,상수야 렉 존나 심하다 어캐좀 해봐,철인왕자,52:20
16156,상수 목쪼르고싶다!!!!@@@@@@@@@@,에이플,52:20
16157,올림픽 중계해주세요!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,One Day More,52:20
16158,박성민 개새끼박성민 개새끼박성민 개새끼박성민 개새끼박성민 개새끼박성민 개새끼박성민 개새끼박성민 개새끼박성민 개새끼박성민 개새끼박성민 개새끼박성민 개새끼박성민 개새끼박성민 개새끼박성민 개새끼박성민 개새끼박성민 개새끼박성민 개새끼박성민 개새끼박성민 개새끼박성민 개새끼박성민 개새끼박성민 개새끼박성민 개새끼박성민 개새끼박성민 개새끼박성민 개새끼박성민 ,이승재,52:21
16159,상수형님 부산대 우체국 옆에 습근평 돈까스 드셔보셨어요?,서라벌,52:21
16160,상수야 렉 존나 걸린다 어케 해봐라상수야 렉 존나 걸린다 어케 해봐라상수야 렉 존나 걸린다 어케 해봐라상수야 렉 존나 걸린다 어케 해봐라상수야 렉 존나 걸린다 어케 해봐라상수야 렉 존나 걸린다 어케 해봐라상수야 렉 존나 걸린다 어케 해봐라상수야 렉 존나 걸린다 어케 해봐라상수야 렉 존나 걸린다 어케 해봐라,따까리가 머라카노,52:22
16161,형 저랑 마짱떠주세요 ,이지이지,52:22
16162,왜 테이저건 맞았냐고여,ᄋᄇ,52:22
16163,올림픽 중계해주세요!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,One Day More,52:23
16164,상수야 렉 존나 걸린다 어케 해봐라상수야 렉 존나 걸린다 어케 해봐라상수야 렉 존나 걸린다 어케 해봐라상수야 렉 존나 걸린다 어케 해봐라상수야 렉 존나 걸린다 어케 해봐라상수야 렉 존나 걸린다 어케 해봐라상수야 렉 존나 걸린다 어케 해봐라상수야 렉 존나 걸린다 어케 해봐라상수야 렉 존나 걸린다 어케 해봐라,따까리가 머라카노,52:23
16165,상수야 렉 존나 심하다 어캐좀 해봐,ㅡ,52:23
16166,상수님 기부내역 공개하세요,걸동,52:23
16167,경기도 수원시 광교 제발 와주세요,Ililili Iililil,52:23
16168,어쩔,OnArt studio,52:23
16169,상수형님 부산대 우체국 옆에 습근평 돈까스 드셔보셨어요?,서라벌,52:24
16170,상수야 조용히해라,철이,52:24
16171,상수야 렉 존나 심하다 어캐좀 해봐,철인왕자,52:24
16172,형님 지금도 접힌일기 가능 하신가요?,발데라마,52:24
16173,츄팝츄스 이제 몇개월 할부 합니까?,민기,52:24
16174,상수야 렉 존나 걸린다 어케 해봐라상수야 렉 존나 걸린다 어케 해봐라상수야 렉 존나 걸린다 어케 해봐라상수야 렉 존나 걸린다 어케 해봐라상수야 렉 존나 걸린다 어케 해봐라상수야 렉 존나 걸린다 어케 해봐라상수야 렉 존나 걸린다 어케 해봐라상수야 렉 존나 걸린다 어케 해봐라상수야 렉 존나 걸린다 어케 해봐라,따까리가 머라카노,52:24
16175,올림픽 중계해주세요!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,One Day More,52:25
16176,상수야 우리 팩토리에서 일좀해라 cl발rㅏ,qwazz s,52:25
16177,상수야 어쩌라고,권남혁,52:25
16178,상수형님,쁘쁘,52:26
16179,어쩔,OnArt studio,52:26
16180,상수야 우리 팩토리에서 일좀해라 cl발rㅏ,qwazz s,52:26
16181,상수야 조용히해라,철이,52:27
16182,상수야 렉 존나 걸린다 어케 해봐라상수야 렉 존나 걸린다 어케 해봐라상수야 렉 존나 걸린다 어케 해봐라상수야 렉 존나 걸린다 어케 해봐라상수야 렉 존나 걸린다 어케 해봐라상수야 렉 존나 걸린다 어케 해봐라상수야 렉 존나 걸린다 어케 해봐라상수야 렉 존나 걸린다 어케 해봐라상수야 렉 존나 걸린다 어케 해봐라,따까리가 머라카노,52:27
16183,상수야 렉 존나 심하다 어캐좀 해봐,철인왕자,52:27
16184,테이저건 이라는 작품도 유명해요,최종원,52:27
16185,The Owl Rock도 재밌어요,DY,52:28
16186,상수야 렉 존나 심하다 어캐좀 해봐,ㅡ,52:28
16187,올림픽 중계해주세요!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,One Day More,52:28
16188,상수야 우리 팩토리에서 일좀해라 cl발rㅏ,qwazz s,52:28
16189,상일고 정해인 화이팅 외쳐주세요상일고 정해인 화이팅 외쳐주세요상일고 정해인 화이팅 외쳐주세요상일고 정해인 화이팅 외쳐주세요상일고 정해인 화이팅 외쳐주세요상일고 정해인 화이팅 외쳐주세요상일고 정해인 화이팅 외쳐주세요상일고 정해인 화이팅 외쳐주세요상일고 정해인 화이팅 외쳐주세요상일고 정해인 화이팅 외쳐주세요상일고 정해인 화이팅 외쳐주세요,조성현,52:29
16190,상수형님 부산대 우체국 옆에 습근평 돈까스 드셔보셨어요?,서라벌,52:29
16191,상수야 조용히해라,철이,52:29
16192,사랑해료,김예린,52:29
16193,니보다 낫더라,배룡,52:29
16194,상수목조르고싶다@@@@@@@@@,에이플,52:30
16195,glass도 재밌는데 보셧나요?,성규형님오른팔,52:30
16196,상수야 니 자갈치시장에서 대마핀거 다 안다 자갈치시장에서 대마핀거 다 안다 개라슥아,1984년도생 부산김서후,52:30
16197,상수야 우리 팩토리에서 일좀해라 cl발rㅏ,qwazz s,52:30
16198,이승재 3cm ,sungmin Park,52:30
16199,glass도 재밌는데 보셧나요?,성규형님오른팔,52:30
16200,상수야 렉 존나 심하다 어캐좀 해봐,철인왕자,52:30
16201,올림픽 중계해주세요!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,One Day More,52:30
16202,니가 말해서 안볼란다 ㅋㅋ,이지성,52:30
16203,재미 없으니까 테이저건 썰이나 풀라고 상수야 좀,2077 cyberpunk,52:30
16204,glass도 재밌는데 보셧나요?,성규형님오른팔,52:31
16205,상수야 렉 존나 걸린다 어케 해봐라상수야 렉 존나 걸린다 어케 해봐라상수야 렉 존나 걸린다 어케 해봐라상수야 렉 존나 걸린다 어케 해봐라상수야 렉 존나 걸린다 어케 해봐라상수야 렉 존나 걸린다 어케 해봐라상수야 렉 존나 걸린다 어케 해봐라상수야 렉 존나 걸린다 어케 해봐라상수야 렉 존나 걸린다 어케 해봐라,따까리가 머라카노,52:31
16206,이승재 3cm ,sungmin Park,52:31
16207,glass도 재밌는데 보셧나요?,성규형님오른팔,52:31
16208,상수야 렉 존나 심하다 어캐좀 해봐,ㅡ,52:31
16209,이젠 수탉님 얘기해주세요,전젼,52:31
16210,상수형 뒤에 왔다갔다 하는사람 누구인가요?,5235 2,52:32
16211,이승재 3cm ,sungmin Park,52:32
16212,ㅋㅋㅋㅋㅋㅋ,나,52:32
16213,상수야 우리 팩토리에서 일좀해라 cl발rㅏ,qwazz s,52:32
16214,상일고 정해인 화이팅 외쳐주세요상일고 정해인 화이팅 외쳐주세요상일고 정해인 화이팅 외쳐주세요상일고 정해인 화이팅 외쳐주세요상일고 정해인 화이팅 외쳐주세요상일고 정해인 화이팅 외쳐주세요상일고 정해인 화이팅 외쳐주세요상일고 정해인 화이팅 외쳐주세요상일고 정해인 화이팅 외쳐주세요상일고 정해인 화이팅 외쳐주세요상일고 정해인 화이팅 외쳐주세요,조성현,52:32
16215,이승재 3cm ,sungmin Park,52:32
16216,올림픽 중계해주세요!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,One Day More,52:32
16217,턱스크 쓴거 감옥 가나요?,kkanbuStudio,52:33
16218,상수야 렉 존나 걸린다 어케 해봐라상수야 렉 존나 걸린다 어케 해봐라상수야 렉 존나 걸린다 어케 해봐라상수야 렉 존나 걸린다 어케 해봐라상수야 렉 존나 걸린다 어케 해봐라상수야 렉 존나 걸린다 어케 해봐라상수야 렉 존나 걸린다 어케 해봐라상수야 렉 존나 걸린다 어케 해봐라상수야 렉 존나 걸린다 어케 해봐라,따까리가 머라카노,52:33
16219,상수형님 부산대 우체국 옆에 습근평 돈까스 드셔보셨어요?,서라벌,52:33
16220,ㅍ,sungmin Park,52:33
16221,glass도 재밌는데 보셧나요?,성규형님오른팔,52:33
16222,츄팝츄스 이제 몇개월 할부 합니까?,민기,52:33
16223,상수야 진짜 두둘겨팬다,오영섭,52:33
16224,조용히해,OnArt studio,52:34
16225,상수야 렉 존나 심하다 어캐좀 해봐,철인왕자,52:34
16226,glass도 재밌는데 보셧나요?,성규형님오른팔,52:34
16227,이승재 3cm ,sungmin Park,52:34
16228,상수야 우리 팩토리에서 일좀해라 cl발rㅏ,qwazz s,52:34
16229,상수야 맞짱뜰래???????????????????,아구이나,52:34
16230,ㅋㅋ상수야 오랜만이다~~~,야들야들주지털,52:34
16231,glass도 재밌는데 보셧나요?,성규형님오른팔,52:34
16232,올림픽 중계해주세요!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,One Day More,52:34
16233,상수야 조용히해라,철이,52:35
16234,상수야 렉 존나 심하다 어캐좀 해봐,ㅡ,52:35
16235,상수야 클래맨타임 봐봐 겁나 감동적임@@@@@@@#@#-@@@#@@@,d oh,52:35
16236,상일고 정해인 화이팅 외쳐주세요상일고 정해인 화이팅 외쳐주세요상일고 정해인 화이팅 외쳐주세요상일고 정해인 화이팅 외쳐주세요상일고 정해인 화이팅 외쳐주세요상일고 정해인 화이팅 외쳐주세요상일고 정해인 화이팅 외쳐주세요상일고 정해인 화이팅 외쳐주세요상일고 정해인 화이팅 외쳐주세요상일고 정해인 화이팅 외쳐주세요상일고 정해인 화이팅 외쳐주세요,조성현,52:35
16237,이승재 3cm ,sungmin Park,52:35
16238,상수야 우리 팩토리에서 일좀해라 cl발rㅏ,qwazz s,52:36
16239,상수야 렉 존나 걸린다 어케 해봐라상수야 렉 존나 걸린다 어케 해봐라상수야 렉 존나 걸린다 어케 해봐라상수야 렉 존나 걸린다 어케 해봐라상수야 렉 존나 걸린다 어케 해봐라상수야 렉 존나 걸린다 어케 해봐라상수야 렉 존나 걸린다 어케 해봐라상수야 렉 존나 걸린다 어케 해봐라상수야 렉 존나 걸린다 어케 해봐라,따까리가 머라카노,52:36
16240,박성민 개새끼,이승재,52:37
16241,상수야 렉 존나 심하다 어캐좀 해봐,철인왕자,52:37
16242,이승재 3cm ,sungmin Park,52:37
16243,박성민 개새끼,이승재,52:37
16244,상수형님 부산대 우체국 옆에 습근평 돈까스 드셔보셨어요?,서라벌,52:38
16245,상수야 니 자갈치시장에서 대마핀거 다 안다 자갈치시장에서 대마핀거 다 안다 자갈치시장에서 대마핀거 다,1984년도생 부산김서후,52:38
16246,박성민 개새끼,이승재,52:38
16247,박성민 개새끼,이승재,52:38
16248,상수야 우리 팩토리에서 일좀해라 cl발rㅏ,qwazz s,52:38
16249,박성민 개새끼,이승재,52:38
16250,상일고 정해인 화이팅 외쳐주세요상일고 정해인 화이팅 외쳐주세요상일고 정해인 화이팅 외쳐주세요상일고 정해인 화이팅 외쳐주세요상일고 정해인 화이팅 외쳐주세요상일고 정해인 화이팅 외쳐주세요상일고 정해인 화이팅 외쳐주세요상일고 정해인 화이팅 외쳐주세요상일고 정해인 화이팅 외쳐주세요상일고 정해인 화이팅 외쳐주세요상일고 정해인 화이팅 외쳐주세요,조성현,52:38
16251,박성민 개새끼,이승재,52:38
16252,상수야 조용히해라,철이,52:38
16253,박성민 개새끼,이승재,52:39
16254,염철민 화이팅 해주세요,염철민,52:39
16255,말 더럽개 안쳐먹네,2077 cyberpunk,52:39
16256,싸이퍼 신청이냐,강동희,52:39
16257,상수야 우리 팩토리에서 일좀해라 cl발rㅏ,qwazz s,52:40
16258,상수야 렉 존나 심하다 어캐좀 해봐,철인왕자,52:40
16259,머리 안미나,에이플,52:40
16260,상수야 진짜 두둘겨팬다.,오영섭,52:42
16261,염철민 화이팅 해주세요,염철민,52:42
16262,상수야 조용히해라,철이,52:42
16263,상수야 렉 존나 걸린다 어케 해봐라상수야 렉 존나 걸린다 어케 해봐라상수야 렉 존나 걸린다 어케 해봐라상수야 렉 존나 걸린다 어케 해봐라상수야 렉 존나 걸린다 어케 해봐라상수야 렉 존나 걸린다 어케 해봐라상수야 렉 존나 걸린다 어케 해봐라상수야 렉 존나 걸린다 어케 해봐라상수야 렉 존나 걸린다 어케 해봐라,따까리가 머라카노,52:43
16264,상수형 뒤에 왔다갔다 하는사람 누구인가요?,5235 2,52:43
16265,상수야 렉 존나 심하다 어캐좀 해봐,철인왕자,52:43
16266,올림픽 중계해주세요!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,One Day More,52:43
